"","station","grdd","gdd","qual","lat","long"
"1386","USC00132864","3256S",3256,"S",42.8503,-91.8158
"1387","USC00132977","3319S",3319,"S",43.2844,-93.6306
"1388","USC00132999","3540S",3540,"S",42.5836,-94.2006
"1389","USC00133007","4305C",4305,"C",40.6211,-91.3261
"1390","USC00133290","4122S",4122,"S",41.0097,-95.7736
"1391","USC00133438","4073S",4073,"S",41.2981,-94.4561
"1392","USC00133473","3480C",3480,"C",41.7203,-92.7489
"1393","USC00133487","3467C",3467,"C",42.3647,-92.7594
"1394","USC00133509","3704S",3704,"S",41.6686,-94.4972
"1395","USC00133517","3687S",3687,"S",42.7858,-91.0958
"1396","USC00133584","3394S",3394,"S",42.7561,-93.2011
"1397","USC00133632","3737R",3737,"R",41.6783,-95.3247
"1398","USC00133718","3539S",3539,"S",43.0031,-96.485
"1399","USC00133980","3321R",3321,"R",42.7197,-94.2203
"1400","USC00133985","3573R",3573,"R",42.7181,-94.2689
"1401","USC00134038","3606R",3606,"R",42.3942,-95.515
"1402","USC00134049","3433S",3433,"S",42.5269,-91.8781
"1403","USC00134063","3833S",3833,"S",41.3656,-93.6481
"1404","USC00134101","4142S",4142,"S",41.6092,-91.505
"1405","USC00134142","3466S",3466,"S",42.5189,-93.2536
"1406","USC00134228","3734S",3734,"S",42.0347,-94.4114
"1407","USC00134381","4229S",4229,"S",40.3967,-91.375
"1408","USC00134389","4232S",4232,"S",40.7308,-91.9608
"1409","USC00134502","3940S",3940,"S",41.3247,-93.1008
"1410","USC00134561","3577C",3577,"C",43.4483,-95.3247
"1411","USC00134585","4036S",4036,"S",40.6233,-93.9508
"1412","USC00134705","3963S",3963,"S",41.5697,-90.3956
"1413","USC00134735","3586S",3586,"S",42.7817,-96.1458
"1414","USC00134758","3823S",3823,"S",40.7244,-93.6453
"1415","USC00134894","3875S",3875,"S",41.6381,-95.7883
"1416","USC00135086","3306S",3306,"S",42.4733,-91.4517
"1417","USC00135123","3697S",3697,"S",42.1619,-95.7836
"1418","USC00135131","3346S",3346,"S",42.0494,-90.7489
"1419","USC00135198","3580S",3580,"S",42.0647,-92.9244
"1420","USC00135230","3193S",3193,"S",43.1631,-93.1953
"1421","USC00135493","3244S",3244,"S",43.3828,-95.1842
"1422","USC00135769","3820S",3820,"S",40.7053,-94.2428
"1423","USC00135796","4174S",4174,"S",40.9486,-91.5647
"1424","USC00135837","4184S",4184,"S",41.4075,-91.0725
"1425","USC00135844","3934R",3934,"R",41.4714,-91.0464
"1426","USC00135952","3155S",3155,"S",43.0453,-92.3122
"1427","USC00135992","3699S",3699,"S",41.7117,-93.0297
"1428","USC00136103","3070S",3070,"S",43.4386,-93.2253
"1429","USC00136151","3871R",3871,"R",41.3044,-95.3844
"1430","USC00136200","3348R",3348,"R",42.6467,-91.9131
"1431","USC00136243","3857S",3857,"S",42.0697,-96.1258
"1432","USC00136305","3255S",3255,"S",43.2794,-92.8106
"1433","USC00136316","3903R",3903,"R",41.0194,-93.7503
"1434","USC00136327","3801S",3801,"S",41.3214,-92.6467
"1435","USC00136566","3717C",3717,"C",41.8394,-94.1106
"1436","USC00136719","3535S",3535,"S",42.7292,-94.6614
"1437","USC00136766","3529R",3529,"R",43.09,-91.5581
"1438","USC00136800","3705S",3705,"S",43.0864,-95.6292
"1439","USC00136910","3956R",3956,"R",40.825,-92.8925
"1440","USC00136940","4087S",4087,"S",41.0036,-95.2419
"1441","USC00137147","3416S",3416,"S",43.43,-96.1686
"1442","USC00137161","3515S",3515,"S",42.3969,-94.6292
"1443","USC00137312","3403S",3403,"S",42.4194,-94.9761
"1444","USC00137386","3294S",3294,"S",43.1792,-95.6603
"1445","USC00137594","3198S",3198,"S",43.1808,-95.8528
"1446","USC00137613","4221S",4221,"S",40.7672,-95.38
"1447","USC00137664","3230S",3230,"S",43.4403,-95.7225
"1448","USC00137669","4119S",4119,"S",40.7453,-95.6422
"1449","USC00137678","3769S",3769,"S",41.3328,-92.1975
"1450","USC00137700","3778C",3778,"C",43.0558,-96.1525
"1451","USC00137726","3419S",3419,"S",42.8931,-95.0653
"1452","USC00137844","3369S",3369,"S",43.1653,-95.1467
"1453","USC00137859","3403R",3403,"R",43.4231,-95.1394
"1454","USC00137979","3498S",3498,"S",42.6347,-95.1694
"1455","USC00138026","3260R",3260,"R",43.4022,-94.3831
"1456","USC00138266","3747S",3747,"S",41.7797,-91.1269
"1457","USC00138296","3508S",3508,"S",42.0356,-92.5806
"1458","USC00138339","3338R",3338,"R",42.8125,-92.2575
"1459","USC00138568","3710S",3710,"S",42.1703,-92.0078
"1460","USC00138688","3852S",3852,"S",41.2828,-91.7067
"1461","USC00138755","3178R",3178,"R",43.2742,-91.4711
"1462","USC00138806","3519S",3519,"S",42.4686,-93.7972
"1463","USC00139067","3638S",3638,"S",41.6403,-91.9783
"1464","USC00139132","3752R",3752,"R",41.3561,-94.0128
"1465","USC00140010","5087S",5087,"S",38.9267,-97.2128
"1466","USC00140201","4527R",4527,"R",39.4767,-98.9714
"1467","USC00140365","5018S",5018,"S",37.1942,-99.7633
"1468","USC00140405","4496S",4496,"S",39.5756,-95.1108
"1469","USC00140439","4247S",4247,"S",39.7997,-101.0422
"1470","USC00140682","4334S",4334,"S",39.8183,-97.6375
"1471","USC00140693","4659R",4659,"R",39.4575,-98.1125
"1472","USC00140800","4967R",4967,"R",37.5333,-101.5667
"1473","USC00140865","4537R",4537,"R",38.5636,-99.235
"1474","USC00141029","3983R",3983,"R",39.3686,-101.4467
"1475","USC00141068","4420R",4420,"R",38.6689,-99.7883
"1476","USC00141351","4570S",4570,"S",38.0325,-96.6797
"1477","USC00141383","4507S",4507,"S",38.7978,-99.7231
"1478","USC00141408","4213R",4213,"R",39.7242,-96.1258
"1479","USC00141428","4982R",4982,"R",37.6769,-95.4472
"1480","USC00141522","4721S",4721,"S",37.8131,-100.3456
"1481","USC00141559","4593S",4593,"S",39.3739,-97.1275
"1482","USC00141612","4556S",4556,"S",38.9408,-95.3397
"1483","USC00141699","4164S",4164,"S",39.3925,-101.0689
"1484","USC00141704","5334S",5334,"S",37.2706,-99.3272
"1485","USC00141740","5104S",5104,"S",37.1764,-94.8397
"1486","USC00141858","4756S",4756,"S",38.3703,-96.5483
"1487","USC00141867","4578S",4578,"S",38.6758,-96.5097
"1488","USC00142401","4890R",4890,"R",37.8183,-96.8444
"1489","USC00142430","5218R",5218,"R",37.2775,-95.7769
"1490","USC00142432","4856S",4856,"S",37.0058,-101.8867
"1491","USC00142459","4627R",4627,"R",38.7278,-98.2267
"1492","USC00142548","4620S",4620,"S",38.4294,-96.2189
"1493","USC00142602","4308R",4308,"R",38.8592,-96.1058
"1494","USC00142622","4792R",4792,"R",37.8253,-96.2644
"1495","USC00142686","4933R",4933,"R",37.6475,-96.0781
"1496","USC00142773","4792S",4792,"S",38.2422,-96.9242
"1497","USC00142835","5062S",5062,"S",37.8428,-94.7086
"1498","USC00142894","4983R",4983,"R",37.5292,-95.8144
"1499","USC00142980","4560S",4560,"S",37.9931,-100.8122
"1500","USC00143008","4777R",4777,"R",38.28,-95.2178
"1501","USC00143074","5009S",5009,"S",37.5081,-94.8392
"1502","USC00143100","4503R",4503,"R",39.5039,-98.315
"1503","USC00143218","5113S",5113,"S",38.3758,-98.7803
"1504","USC00143239","4643R",4643,"R",37.6025,-99.3022
"1505","USC00143527","4606S",4606,"S",38.8586,-99.3358
"1506","USC00143545","4981R",4981,"R",37.5194,-97.3142
"1507","USC00143554","4530S",4530,"S",38.6003,-100.6197
"1508","USC00143594","4634S",4634,"S",38.6656,-96.9494
"1509","USC00143665","4416R",4416,"R",39.3617,-99.8278
"1510","USC00143686","4676R",4676,"R",38.6644,-94.89
"1511","USC00143759","4304R",4304,"R",39.4578,-95.755
"1512","USC00143810","4501R",4501,"R",39.6678,-95.52
"1513","USC00143822","4994S",4994,"S",37.4603,-96.2869
"1514","USC00143837","4124S",4124,"S",39.3533,-100.4397
"1515","USC00143847","5100S",5100,"S",38.1042,-98.6592
"1516","USC00143855","4772R",4772,"R",37.1644,-101.3397
"1517","USC00143867","4802R",4802,"R",37.8117,-95.4456
"1518","USC00143929","4659R",4659,"R",38.09,-97.9125
"1519","USC00143930","4718S",4718,"S",37.9311,-98.0297
"1520","USC00143954","5199S",5199,"S",37.2364,-95.7003
"1521","USC00143984","4827S",4827,"S",37.9233,-95.4242
"1522","USC00144087","4556R",4556,"R",38.1964,-99.9181
"1523","USC00144104","4672R",4672,"R",38.2547,-95.75
"1524","USC00144114","4717R",4717,"R",37.5669,-101.7508
"1525","USC00144178","4560S",4560,"S",38.6078,-97.9597
"1526","USC00144313","4922R",4922,"R",37.6361,-98.1136
"1527","USC00144333","4891R",4891,"R",37.9283,-99.3656
"1528","USC00144357","4321R",4321,"R",39.6619,-99.1228
"1529","USC00144464","4662S",4662,"S",37.9411,-101.2492
"1530","USC00144530","4692R",4692,"R",38.1817,-99.0994
"1531","USC00144559","4604R",4604,"R",38.9583,-95.2514
"1532","USC00144588","4725R",4725,"R",39.3256,-94.9189
"1533","USC00144665","4276R",4276,"R",38.4794,-101.3658
"1534","USC00144695","4916S",4916,"S",37.0222,-100.9294
"1535","USC00144712","4582R",4582,"R",39.0294,-98.13
"1536","USC00144857","4253S",4253,"S",39.9,-98.0256
"1537","USC00144972","4813S",4813,"S",39.1972,-96.5814
"1538","USC00144982","4279R",4279,"R",39.7889,-98.2039
"1539","USC00145039","4698S",4698,"S",38.3778,-97.0753
"1540","USC00145063","4493S",4493,"S",39.8383,-96.6364
"1541","USC00145127","4071R",4071,"R",39.7844,-101.3686
"1542","USC00145152","4766R",4766,"R",38.3772,-97.6097
"1543","USC00145171","4942R",4942,"R",37.285,-100.345
"1544","USC00145173","5284R",5284,"R",37.2767,-98.58
"1545","USC00145210","4664R",4664,"R",38.5039,-95.7036
"1546","USC00145306","4605S",4605,"S",39.0744,-96.8983
"1547","USC00145363","4677R",4677,"R",39.1247,-97.7047
"1548","USC00145421","4600R",4600,"R",37.5922,-100.4389
"1549","USC00145528","4629S",4629,"S",38.1433,-94.8233
"1550","USC00145536","4952S",4952,"S",37.1872,-95.4508
"1551","USC00145692","4598R",4598,"R",38.4478,-99.91
"1552","USC00145744","4845S",4845,"S",38.0344,-97.3431
"1553","USC00145852","4204R",4204,"R",39.8114,-99.9386
"1554","USC00145856","4361S",4361,"S",39.7411,-99.8361
"1555","USC00145870","5021R",5021,"R",37.455,-97.8486
"1556","USC00145888","4133S",4133,"S",39.1131,-100.9447
"1557","USC00145906","4176R",4176,"R",39.8183,-100.5331
"1558","USC00145972","4653S",4653,"S",38.8875,-94.7603
"1559","USC00146100","4396S",4396,"S",39.2419,-95.2725
"1560","USC00146128","4705S",4705,"S",38.6133,-95.2808
"1561","USC00146209","4737S",4737,"S",38.5911,-94.8778
"1562","USC00146242","4906S",4906,"S",37.3678,-95.2892
"1563","USC00146333","4359S",4359,"S",39.1172,-95.4097
"1564","USC00146374","4491R",4491,"R",39.7394,-99.3186
"1565","USC00146378","4460R",4460,"R",39.7433,-99.3158
"1566","USC00146435","4305R",4305,"R",39.245,-99.3808
"1567","USC00146498","4633R",4633,"R",38.645,-95.5661
"1568","USC00146549","4780R",4780,"R",37.6456,-98.7281
"1569","USC00146637","4297S",4297,"S",39.0664,-100.2394
"1570","USC00146808","4617S",4617,"S",37.2633,-101.7886
"1571","USC00147049","4390R",4390,"R",38.9117,-101.1711
"1572","USC00147050","4272R",4272,"R",38.9617,-101.1664
"1573","USC00147093","4171S",4171,"S",39.7675,-101.8067
"1574","USC00147271","4362R",4362,"R",38.4819,-100.9189
"1575","USC00147305","5192S",5192,"S",37.1317,-96.1861
"1576","USC00147397","4271C",4271,"C",38.8961,-101.7514
"1577","USC00147534","4944R",4944,"R",37.5339,-96.8814
"1578","USC00147542","4542S",4542,"S",39.7772,-98.7783
"1579","USC00147551","4687R",4687,"R",38.7431,-97.6678
"1580","USC00147796","4810S",4810,"S",38.2144,-98.2078
"1581","USC00147922","5004R",5004,"R",37.4414,-100.9792
"1582","USC00148038","4818S",4818,"S",37.9928,-101.7417
"1583","USC00148191","4884R",4884,"R",37.7417,-95.9333
"1584","USC00148235","4296S",4296,"S",38.4661,-101.7758
"1585","USC00148240","4262R",4262,"R",38.655,-101.6961
"1586","USC00148250","4403S",4403,"S",39.8283,-95.0881
"1587","USC00148259","4485S",4485,"S",39.2475,-96.5994
"1588","USC00148287","4588S",4588,"S",37.5983,-101.2908
"1589","USC00148495","4577S",4577,"S",39.0297,-99.8831
"1590","USC00148563","4578R",4578,"R",39.2142,-96.3703
"1591","USC00148578","4522S",4522,"S",39.8089,-97.055
"1592","USC00148648","4575R",4575,"R",39.4031,-99.4192
"1593","USC00148670","5016S",5016,"S",37.2778,-97.4097
"1594","USC00148914","4912R",4912,"R",37.1317,-99.0558
"1595","USC00148946","4660S",4660,"S",38.9667,-98.4889
"1596","USC00148964","4888S",4888,"S",37.2889,-96.9408
"1597","USC00148988","4269R",4269,"R",39.0589,-101.2439
"1598","USC00149080","4708S",4708,"S",37.8728,-95.7247
"1599","USC00150254","4248S",4248,"S",38.4536,-82.6131
"1600","USC00150381","4666S",4666,"S",36.8825,-83.8819
"1601","USC00150397","4827R",4827,"R",37.8194,-85.3847
"1602","USC00150402","5201R",5201,"R",36.8831,-88.9961
"1603","USC00150422","5403S",5403,"S",36.8978,-86.1247
"1604","USC00150450","4639S",4639,"S",36.8583,-83.3303
"1605","USC00150490","4927R",4927,"R",37.4533,-86.9117
"1606","USC00150619","5138R",5138,"R",37.5733,-84.2908
"1607","USC00150630","5043R",5043,"R",37.9161,-85.6572
"1608","USC00150940","4749S",4749,"S",37.495,-85.1517
"1609","USC00150955","4624R",4624,"R",37.9561,-86.1144
"1610","USC00151345","4769R",4769,"R",38.6583,-85.1456
"1611","USC00151890","4827R",4827,"R",37.4903,-84.4375
"1612","USC00151900","4505R",4505,"R",38.3636,-85.4186
"1613","USC00151998","4476R",4476,"R",38.3769,-84.3031
"1614","USC00152040","4610R",4610,"R",37.6528,-84.7708
"1615","USC00152214","4587R",4587,"R",37.7858,-84.7078
"1616","USC00152409","4401R",4401,"R",37.75,-84.3333
"1617","USC00152512","4558R",4558,"R",37.6797,-85.8761
"1618","USC00152775","4347R",4347,"R",38.6753,-84.325
"1619","USC00152791","4776S",4776,"S",38.1228,-83.5328
"1620","USC00153028","4493R",4493,"R",38.2022,-84.8825
"1621","USC00153223","5627R",5627,"R",37.0147,-88.2678
"1622","USC00153246","5395R",5395,"R",37.0014,-85.9072
"1623","USC00153295","5204R",5204,"R",36.8964,-88.0139
"1624","USC00153382","4151R",4151,"R",37.4,-83.95
"1625","USC00153389","4400R",4400,"R",38.3353,-82.9075
"1626","USC00153391","4306R",4306,"R",38.2922,-82.9747
"1627","USC00153430","4917S",4917,"S",37.2592,-85.5022
"1628","USC00153604","5137R",5137,"R",37.7822,-86.4622
"1629","USC00153741","4689R",4689,"R",37.55,-83.7667
"1630","USC00153762","4962R",4962,"R",37.7558,-87.6456
"1631","USC00153929","4894S",4894,"S",37.5317,-85.735
"1632","USC00153994","5140R",5140,"R",36.8492,-87.5206
"1633","USC00154208","4564R",4564,"R",37.0056,-85.0617
"1634","USC00154703","4452S",4452,"S",37.5108,-86.2892
"1635","USC00154967","5370R",5370,"R",36.9692,-88.8314
"1636","USC00155067","5321R",5321,"R",37.3475,-87.5239
"1637","USC00155097","5332R",5332,"R",37.1317,-86.1481
"1638","USC00155111","4601R",4601,"R",37.15,-83.8167
"1639","USC00155233","5400R",5400,"R",36.7581,-88.6406
"1640","USC00155243","4473R",4473,"R",38.6869,-83.7872
"1641","USC00155389","4708R",4708,"R",36.6086,-83.7144
"1642","USC00155524","4769S",4769,"S",36.8667,-84.8275
"1643","USC00155640","4295R",4295,"R",38.0583,-83.9333
"1644","USC00155648","4629S",4629,"S",37.3542,-84.3369
"1645","USC00155694","5369R",5369,"R",36.6122,-88.3083
"1646","USC00155834","5031S",5031,"S",37.2792,-86.2492
"1647","USC00156091","5419R",5419,"R",37.7828,-87.1183
"1648","USC00156117","5397R",5397,"R",37.05,-88.55
"1649","USC00156136","4693R",4693,"R",37.8175,-82.7883
"1650","USC00156580","5320S",5320,"S",37.1244,-87.8672
"1651","USC00156595","5202R",5202,"R",37.3997,-87.7622
"1652","USC00156882","5043R",5043,"R",37.2164,-86.8939
"1653","USC00156988","4734S",4734,"S",37.6178,-86.5044
"1654","USC00157049","4997R",4997,"R",36.855,-86.8883
"1655","USC00157215","4905S",4905,"S",36.7458,-86.2258
"1656","USC00157324","4418R",4418,"R",38.2,-85.2
"1657","USC00157510","4675R",4675,"R",37.1167,-84.6167
"1658","USC00157677","4483S",4483,"S",36.6736,-84.4792
"1659","USC00157800","4865R",4865,"R",36.8861,-85.7067
"1660","USC00158446","4420R",4420,"R",38.7744,-84.9672
"1661","USC00158551","4241R",4241,"R",36.9383,-83.3011
"1662","USC00158709","4504R",4504,"R",36.7333,-84.15
"1663","USC00158714","4719R",4719,"R",38.6586,-84.6106
"1664","USC00160098","7147S",7147,"S",31.3206,-92.4611
"1665","USC00160103","6783R",6783,"R",31.2489,-92.4489
"1666","USC00160205","7078S",7078,"S",30.7094,-90.525
"1667","USC00160349","6603S",6603,"S",32.1633,-93.1331
"1668","USC00160537","6322S",6322,"S",32.7692,-92.0056
"1669","USC00160800","6565R",6565,"R",32.3744,-92.9433
"1670","USC00160945","7166R",7166,"R",30.7808,-89.8567
"1671","USC00161232","7092S",7092,"S",31.3944,-92.7164
"1672","USC00161246","7163R",7163,"R",30.3919,-91.2711
"1673","USC00161287","7114S",7114,"S",30.9594,-92.1786
"1674","USC00161292","8023R",8023,"R",29.3414,-89.5158
"1675","USC00161411","6328S",6328,"S",32.5133,-92.3486
"1676","USC00161565","7507S",7507,"S",30.1981,-91.1256
"1677","USC00161899","6790S",6790,"S",30.8178,-90.9733
"1678","USC00161979","6496R",6496,"R",32.1667,-92.1072
"1679","USC00162151","7174R",7174,"R",30.5272,-90.1114
"1680","USC00162212","7438S",7438,"S",30.2408,-92.3478
"1681","USC00162361","7074R",7074,"R",30.4347,-93.4692
"1682","USC00162367","7197S",7197,"S",30.8428,-93.2869
"1683","USC00162534","7443C",7443,"C",30.0719,-91.0278
"1684","USC00162800","7114R",7114,"R",30.85,-92.7833
"1685","USC00162981","7570R",7570,"R",30.4917,-92.4303
"1686","USC00163079","6522R",6522,"R",32.775,-92.4075
"1687","USC00163313","7550R",7550,"R",29.8233,-91.5442
"1688","USC00163327","7161R",7161,"R",30.8186,-90.18
"1689","USC00163433","7860S",7860,"S",29.4631,-90.3072
"1690","USC00163800","7445S",7445,"S",30.4192,-92.0439
"1691","USC00163979","7870R",7870,"R",29.8894,-93.4019
"1692","USC00164030","7204S",7204,"S",30.5031,-90.3772
"1693","USC00164355","6174R",6174,"R",32.81,-93.0625
"1694","USC00164407","7881R",7881,"R",29.5858,-90.7303
"1695","USC00164674","7569S",7569,"S",29.9592,-91.7108
"1696","USC00164696","6640R",6640,"R",31.6661,-92.2006
"1697","USC00164700","7438C",7438,"C",30.2003,-92.6642
"1698","USC00164739","7020R",7020,"R",31.4825,-91.8628
"1699","USC00165021","7370R",7370,"R",30.2192,-92.065
"1700","USC00165065","7760R",7760,"R",30.0031,-92.7808
"1701","USC00165090","6548C",6548,"C",32.8067,-91.173
"1702","USC00165266","6846R",6846,"R",31.1417,-93.2397
"1703","USC00165296","7531R",7531,"R",29.7856,-92.2047
"1704","USC00165527","6625R",6625,"R",31.9833,-93.95
"1705","USC00165620","7350S",7350,"S",30.3644,-91.1672
"1706","USC00165624","7975R",7975,"R",29.5814,-89.8222
"1707","USC00165630","7059S",7059,"S",31.1783,-92.4108
"1708","USC00165874","6573R",6573,"R",32.0389,-93.7053
"1709","USC00165892","6803R",6803,"R",31.5769,-93.4817
"1710","USC00165926","7534R",7534,"R",29.7853,-90.1158
"1711","USC00166244","6523S",6523,"S",32.6053,-93.2947
"1712","USC00166314","6513S",6513,"S",32.5342,-92.0669
"1713","USC00166394","7703S",7703,"S",29.6833,-91.1761
"1714","USC00166582","7121S",7121,"S",31.7722,-93.0956
"1715","USC00166657","7769R",7769,"R",30.0375,-91.8839
"1716","USC00166686","7387S",7387,"S",30.7267,-91.3672
"1717","USC00166938","7238R",7238,"R",30.6036,-92.7739
"1718","USC00166978","6731R",6731,"R",31.8922,-92.2422
"1719","USC00167344","6431R",6431,"R",32.9081,-93.7956
"1720","USC00167691","6753R",6753,"R",32.4936,-91.7486
"1721","USC00167738","6730S",6730,"S",32.4219,-93.6381
"1722","USC00167767","7637S",7637,"S",30.0564,-90.5803
"1723","USC00167932","7469S",7469,"S",29.7286,-92.8181
"1724","USC00168046","6859S",6859,"S",30.9461,-93.2789
"1725","USC00168067","6242R",6242,"R",32.5344,-92.6889
"1726","USC00168108","7697R",7697,"R",29.8722,-89.83
"1727","USC00168163","6933S",6933,"S",31.9497,-91.2336
"1728","USC00168539","7416S",7416,"S",30.265,-89.7697
"1729","USC00168543","7308R",7308,"R",30.3433,-89.8222
"1730","USC00168923","6710S",6710,"S",32.3994,-91.1842
"1731","USC00168941","7953R",7953,"R",29.91,-90.0342
"1732","USC00169013","7650R",7650,"R",29.7758,-90.78
"1733","USC00169803","6735R",6735,"R",31.9622,-92.6561
"1734","USC00169806","6796S",6796,"S",32.0997,-91.7022
"1735","USC00170100","2842S",2842,"S",44.3739,-68.2592
"1736","USC00170200","2093R",2093,"R",47.0886,-69.025
"1737","USC00170398","2415R",2415,"R",45.2883,-69.1467
"1738","USC00170480","2389S",2389,"S",44.4394,-68.9892
"1739","USC00170814","2114S",2114,"S",45.6603,-69.812
"1740","USC00170833","2337S",2337,"S",46.4283,-67.8442
"1741","USC00170844","2531S",2531,"S",44.0697,-70.7467
"1742","USC00171472","2032R",2032,"R",46.6106,-69.5219
"1743","USC00171628","2619S",2619,"S",44.9197,-69.2417
"1744","USC00171833","2425R",2425,"R",45.6611,-67.8614
"1745","USC00171975","2411R",2411,"R",45.1872,-69.1839
"1746","USC00172048","2511R",2511,"R",43.9869,-70.055
"1747","USC00172238","2561S",2561,"S",43.8786,-70.7539
"1748","USC00172426","2083R",2083,"R",44.9067,-66.9919
"1749","USC00172620","2592R",2592,"R",44.5333,-68.4333
"1750","USC00172700","1993R",1993,"R",45.2172,-70.4825
"1751","USC00172765","2507C",2507,"C",44.6889,-70.1567
