AQW00061705       12073C
USC00261371        7679R
USC00261415        2940R
USC00261485        3578S
USC00261590        3921Q
USC00261660        2583Q
USC00261684        3365Q
USC00261740        2942R
USC00261905        3001R
USC00262119        1982R
USC00262189        2894R
USC00262229        3402S
USC00262243        6060S
USC00262296        3107R
USC00262390        3493R
USC00262394        3120R
USC00262431        4043R
USC00262497        7393R
USC00262557        5089R
USC00262570        3087R
USC00262656        3228R
USC00262708        2878S
USC00262780        3955R
USC00263090        4036R
USC00263114        2711R
USC00263205        2427S
USC00263245        3617R
USC00263285        3819R
USC00263316        5768Q
USC00263340        3001R
USC00263512        4515R
USC00263671        4848R
USC00263957        3701S
USC00263964        2886Q
USC00264016        2653R
USC00264039        2542R
USC00264095        2698R
USC00264236        3486R
USC00264253        3554Q
USC00264341        3216R
USC00264349        4503R
USC00264384        3186R
USC00264391        2611Q
USC00264394        2794R
USC00264439        6831R
USC00264480        8033R
USC00264491        2901Q
USC00264527        3534S
USC00264698        3795S
USC00264745        3204S
USC00264935        3116S
USC00264950        3273S
USC00265087        7085Q
USC00265092        3189R
USC00265132        3613R
USC00265168        4462R
USC00265191        3746R
USC00265352        3219R
USC00265371        2841Q
USC00265392        2675R
USC00265400        2559R
USC00265705        7144R
USC00265722        2811R
USC00265818        3392S
USC00265846        7171R
USC00265880        5280R
USC00265890        6045S
USC00266005        3420S
USC00266055        3997R
USC00266130        3848R
USC00266242        3066R
USC00266252        3785R
USC00266514        3981Q
USC00266691        5543S
USC00266746        2789S
USC00266791        3789R
USC00267123        2894S
USC00267175        2604R
USC00267188        3102Q
USC00267192        3779S
USC00267369        5918S
USC00267450        3303R
USC00267463        4602S
USC00267612        3638S
USC00267618        3811R
USC00267620        3586S
USC00267640        2764R
USC00267690        3128R
USC00267697        3881R
USC00267750        3248R
USC00267806        2441R
USC00267820        3470R
USC00267908        3624R
USC00267953        3882R
USC00268186        3717Q
USC00268202        3651R
USC00268346        2681R
USC00268443        3755R
USC00268588        7301S
USC00268761        3238S
USC00268822        3924S
USC00268838        3914R
USC00268988        2830R
USC00269072        2272R
USC00269168        3494R
USC00269229        4122R
USC00270681        2451S
USC00270690        2528C
USC00270706        2553R
USC00271647        2288S
USC00271950        2880R
USC00271968        1656Q
USC00272174        3212S
USC00272302        3070Q
USC00272800        3048S
USC00272999        2002S
USC00273055        2732Q
USC00273182        2916R
USC00273530        2567R
USC00273626        3111S
USC00273658        2855Q
USC00273850        3017S
USC00274234        3152R
USC00274399        3072S
USC00274480        3083S
USC00274556        2505S
USC00275013        2825Q
USC00275211        3252R
USC00275412        3031R
USC00275500        2660R
USC00275629        2769S
USC00275702        3218R
USC00275712        3194S
USC00275780        2795Q
USC00275868        2581R
USC00275995        2640S
USC00276234        2463R
USC00276818        2076S
USC00276945        2588R
USC00277833        2815R
USC00278539        2828Q
USC00278612        2499R
USC00278614        2612R
USC00278858        2889Q
USC00278972        2765R
USC00279278        3091Q
USC00279966        2182R
USC00280690        4050R
USC00280734        3708R
USC00280907        3785R
USC00280990        4107R
USC00281335        3916R
USC00281351        4341C
USC00281582        3549R
USC00281592        3870Q
USC00282023        4072S
USC00282768        3802R
USC00282805        4268R
USC00283029        3800S
USC00283181        4112R
USC00283291        4095R
USC00283662        4260R
USC00283704        4329Q
USC00283935        2970R
USC00283951        4005S
USC00284229        4212S
USC00284635        3965R
USC00284887        3924R
USC00284987        3946R
USC00285003        3141R
USC00285728        4467R
USC00286055        4054S
USC00286177        3580R
USC00286843        4403R
USC00286979        3829Q
USC00287079        4192R
USC00287865        4076R
USC00287936        4442R
USC00288194        3665R
USC00288644        3328S
USC00288648        3292R
USC00288816        3982R
USC00288899        4102R
USC00289187        3673R
USC00289363        3779R
USC00289910        4393R
USC00290041        3740R
USC00290199        6033R
USC00290225        4425R
USC00290231        4752R
USC00290245        3847R
USC00290268        5383R
USC00290377        4636S
USC00290407        2215R
USC00290417        5895S
USC00290426        5743R
USC00290525        5159R
USC00290600        5790S
USC00290640        3793S
USC00290692        4068S
USC00290858        5278R
USC00290915        5018R
USC00290983        4707S
USC00290992        5572R
USC00291063        4357S
USC00291138        5379R
USC00291153        6048R
USC00291180        2489R
USC00291286        5803S
USC00291332        4719R
USC00291440        3843S
USC00291445        5280Q
USC00291450        3237R
USC00291469        6130S
USC00291480        6082S
USC00291515        4625S
USC00291630        2874S
USC00291647        3892S
USC00291664        2570S
USC00291721        6147Q
USC00291813        3516S
USC00291840        5267R
USC00291883        4306Q
USC00291910        4826S
USC00291918        3398R
USC00291931        2151R
USC00291939        5156S
USC00291963        4837R
USC00291982        4309S
USC00292030        5549S
USC00292095        3527R
USC00292096        3411R
USC00292100        4390R
USC00292207        5330R
USC00292241        3336R
USC00292250        4085S
USC00292365        5846Q
USC00292436        5800R
USC00292453        3791R
USC00292510        4768C
USC00292608        3327S
USC00292700        2410S
USC00292785        3171S
USC00292820        3513R
USC00292837        3183S
USC00292848        6028S
USC00292854        5301R
USC00292865        4147S
USC00293031        4143R
USC00293060        3886S
USC00293142        3982R
USC00293157        5185S
USC00293180        3684R
USC00293265        5206R
USC00293294        5297S
USC00293296        5433Q
USC00293340        4004S
USC00293368        5846R
USC00293428        3843Q
USC00293488        2352S
USC00293530        4438R
USC00293577        5037S
USC00293649        4134S
USC00293706        3775S
USC00293775        5764R
USC00293855        5839R
USC00294009        5102S
USC00294026        6143R
USC00294030        6115R
USC00294112        5674R
USC00294346        6490S
USC00294366        4633Q
USC00294369        4003S
USC00294426        5499R
USC00294719        4457R
USC00294742        2457R
USC00294862        3742R
USC00294960        3030R
USC00295079        5845S
USC00295084        3009S
USC00295150        4919S
USC00295273        3625R
USC00295290        3200R
USC00295370        6079R
USC00295490        3794R
USC00295516        4741R
USC00295560        2757S
USC00295617        5314C
USC00295754        4437R
USC00295908        3705R
USC00295937        4383C
USC00295960        3952S
USC00295965        4006R
USC00295968        3722Q
USC00296061        3939R
USC00296115        5162R
USC00296275        2965R
USC00296281        5983R
USC00296435        6020R
USC00296465        3504R
USC00296619        3844C
USC00296659        5768R
USC00296676        3696S
USC00296687        3902S
USC00296754        4970R
USC00296804        5097S
USC00296812        3194R
USC00296911        4388Q
USC00297008        5491S
USC00297180        3568R
USC00297226        4680S
USC00297254        4700R
USC00297279        3478S
USC00297280        3439S
USC00297323        2083S
USC00297340        5499R
USC00297386        4643R
USC00297477        4668Q
USC00297481        4925Q
USC00297585        4533Q
USC00297605        5471Q
USC00297638        3790R
USC00297649        3446R
USC00297867        5468S
USC00298015        3485R
USC00298085        3601R
USC00298088        3555Q
USC00298107        5118S
USC00298127        6073Q
USC00298284        4690R
USC00298387        4971S
USC00298501        4077R
USC00298518        3564S
USC00298524        3484R
USC00298535        6083S
USC00298596        5269S
USC00298668        3432R
USC00298713        5245S
USC00298830        3781R
USC00298834        2971R
USC00298845        2723S
USC00299031        3785S
USC00299085        2480R
USC00299128        5873R
USC00299156        5305C
USC00299165        5734S
USC00299284        5369Q
USC00299330        3814R
USC00299496        4245Q
USC00299569        6324R
USC00299660        6119R
USC00299686        5692S
USC00299691        4284S
USC00299806        4052S
USC00299820        2072S
USC00299851        4959S
USC00300023        2993R
USC00300055        3378C
USC00300063        2924R
USC00300085        2912R
USC00300093        2697R
USC00300183        2832R
USC00300220        2907R
USC00300321        3153R
USC00300331        3251R
USC00300343        3175S
USC00300360        2967R
USC00300443        3375S
USC00300448        2959S
USC00300668        2586R
USC00300732        3215Q
USC00300766        2792R
USC00300785        2291S
USC00300870        2884Q
USC00300889        3486S
USC00300961        4299Q
USC00301095        3199S
USC00301110        2778R
USC00301152        3270S
USC00301211        3228Q
USC00301309        3759Q
USC00301387        2603R
USC00301401        2933S
USC00301436        2783S
USC00301595        2836R
USC00301623        2802R
USC00301625        2816Q
USC00301708        2745R
USC00301752        2661S
USC00301761        3238R
USC00301787        2539R
USC00301799        3041R
USC00301966        2658S
USC00301974        3293S
USC00302031        2836Q
USC00302036        2675S
USC00302047        2844Q
USC00302060        3144S
USC00302129        3913S
USC00302169        2901Q
USC00302366        2512R
USC00302454        2800Q
USC00302554        2836R
USC00302610        3132S
USC00302627        3159R
USC00303025        2685S
USC00303033        3507S
USC00303124        2825R
USC00303184        3083S
USC00303259        3731R
USC00303284        3081S
USC00303319        2895R
USC00303346        2664S
USC00303354        3345R
USC00303360        2778R
USC00303464        3536R
USC00303773        3125S
USC00303955        3138R
USC00304025        3659S
USC00304102        2149S
USC00304174        2966S
USC00304207        2960R
USC00304555        2500S
USC00304575        3052R
USC00304647        2916S
USC00304731        2700R
USC00304791        2815R
USC00304808        2702S
