"","station","precip_qual","precip","qual","lat","long"
"1412","USC00142894","4264R",4264,"R",37.5292,-95.8144
"1413","USC00142980","1915R",1915,"R",37.9931,-100.8122
"1414","USC00143008","4087S",4087,"S",38.28,-95.2178
"1415","USC00143074","4572R",4572,"R",37.5081,-94.8392
"1416","USC00143100","2669R",2669,"R",39.5039,-98.315
"1417","USC00143218","2666S",2666,"S",38.3758,-98.7803
"1418","USC00143239","2523S",2523,"S",37.6025,-99.3022
"1419","USC00143527","2345S",2345,"S",38.8586,-99.3358
"1420","USC00143554","2179S",2179,"S",38.6003,-100.6197
"1421","USC00143594","3525R",3525,"R",38.6656,-96.9494
"1422","USC00143634","3417R",3417,"R",39.8122,-95.3539
"1423","USC00143665","2317S",2317,"S",39.3617,-99.8278
"1424","USC00143686","4178R",4178,"R",38.6644,-94.89
"1425","USC00143759","3779R",3779,"R",39.4578,-95.755
"1426","USC00143810","3749S",3749,"S",39.6678,-95.52
"1427","USC00143822","3939S",3939,"S",37.4603,-96.2869
"1428","USC00143837","2092S",2092,"S",39.3533,-100.4397
"1429","USC00143847","2791S",2791,"S",38.1042,-98.6592
"1430","USC00143855","1914S",1914,"S",37.1644,-101.3397
"1431","USC00143867","4435R",4435,"R",37.8117,-95.4456
"1432","USC00143929","3161R",3161,"R",38.09,-97.9125
"1433","USC00143930","3061S",3061,"S",37.9311,-98.0297
"1434","USC00143954","4505S",4505,"S",37.2364,-95.7003
"1435","USC00143984","4241S",4241,"S",37.9233,-95.4242
"1436","USC00144087","2297S",2297,"S",38.1964,-99.9181
"1437","USC00144104","3750R",3750,"R",38.2547,-95.75
"1438","USC00144114","1739R",1739,"R",37.5669,-101.7508
"1439","USC00144178","2822R",2822,"R",38.6078,-97.9597
"1440","USC00144313","3222S",3222,"S",37.6361,-98.1136
"1441","USC00144333","2680S",2680,"S",37.9283,-99.3656
"1442","USC00144464","1878S",1878,"S",37.9411,-101.2492
"1443","USC00144530","2579R",2579,"R",38.1817,-99.0994
"1444","USC00144559","3989R",3989,"R",38.9583,-95.2514
"1445","USC00144588","4291R",4291,"R",39.3256,-94.9189
"1446","USC00144665","1943R",1943,"R",38.4794,-101.3658
"1447","USC00144695","2025S",2025,"S",37.0222,-100.9294
"1448","USC00144712","2874S",2874,"S",39.0294,-98.13
"1449","USC00144857","2729S",2729,"S",39.9,-98.0256
"1450","USC00144972","3562S",3562,"S",39.1972,-96.5814
"1451","USC00144982","2799R",2799,"R",39.7889,-98.2039
"1452","USC00145039","3433S",3433,"S",38.3778,-97.0753
"1453","USC00145063","3365S",3365,"S",39.8383,-96.6364
"1454","USC00145127","2175C",2175,"C",39.7844,-101.3686
"1455","USC00145152","3279S",3279,"S",38.3772,-97.6097
"1456","USC00145171","2229R",2229,"R",37.285,-100.345
"1457","USC00145173","2883R",2883,"R",37.2767,-98.58
"1458","USC00145210","3947R",3947,"R",38.5039,-95.7036
"1459","USC00145306","3294S",3294,"S",39.0744,-96.8983
"1460","USC00145363","3109R",3109,"R",39.1247,-97.7047
"1461","USC00145421","2169R",2169,"R",37.5922,-100.4389
"1462","USC00145528","4321R",4321,"R",38.1433,-94.8233
"1463","USC00145536","4561R",4561,"R",37.1872,-95.4508
"1464","USC00145692","2226R",2226,"R",38.4478,-99.91
"1465","USC00145744","3245S",3245,"S",38.0344,-97.3431
"1466","USC00145852","2584R",2584,"R",39.8114,-99.9386
"1467","USC00145856","2278S",2278,"S",39.7411,-99.8361
"1468","USC00145870","3193R",3193,"R",37.455,-97.8486
"1469","USC00145888","2007R",2007,"R",39.1131,-100.9447
"1470","USC00145906","2252S",2252,"S",39.8183,-100.5331
"1471","USC00145972","4186S",4186,"S",38.8875,-94.7603
"1472","USC00146100","3903R",3903,"R",39.2419,-95.2725
"1473","USC00146128","4030S",4030,"S",38.6133,-95.2808
"1474","USC00146209","4237S",4237,"S",38.5911,-94.8778
"1475","USC00146242","4297R",4297,"R",37.3678,-95.2892
"1476","USC00146333","3918R",3918,"R",39.1172,-95.4097
"1477","USC00146378","2542R",2542,"R",39.7433,-99.3158
"1478","USC00146435","2543R",2543,"R",39.245,-99.3808
"1479","USC00146498","3949R",3949,"R",38.645,-95.5661
"1480","USC00146549","2794R",2794,"R",37.6456,-98.7281
"1481","USC00146637","2362R",2362,"R",39.0664,-100.2394
"1482","USC00146808","1784R",1784,"R",37.2633,-101.7886
"1483","USC00147049","1854R",1854,"R",38.9117,-101.1711
"1484","USC00147050","1712R",1712,"R",38.9617,-101.1664
"1485","USC00147093","1802S",1802,"S",39.7675,-101.8067
"1486","USC00147271","2015S",2015,"S",38.4819,-100.9189
"1487","USC00147305","4186S",4186,"S",37.1317,-96.1861
"1488","USC00147397","1977S",1977,"S",38.8961,-101.7514
"1489","USC00147534","3905R",3905,"R",37.5339,-96.8814
"1490","USC00147542","2571C",2571,"C",39.7772,-98.7783
"1491","USC00147796","2930S",2930,"S",38.2144,-98.2078
"1492","USC00147922","1842S",1842,"S",37.4414,-100.9792
"1493","USC00148038","1682S",1682,"S",37.9928,-101.7417
"1494","USC00148235","1790S",1790,"S",38.4661,-101.7758
"1495","USC00148250","3723S",3723,"S",39.8283,-95.0881
"1496","USC00148259","3295R",3295,"R",39.2475,-96.5994
"1497","USC00148287","1726S",1726,"S",37.5983,-101.2908
"1498","USC00148495","2367S",2367,"S",39.0297,-99.8831
"1499","USC00148563","3447S",3447,"S",39.2142,-96.3703
"1500","USC00148578","3288S",3288,"S",39.8089,-97.055
"1501","USC00148648","2440R",2440,"R",39.4031,-99.4192
"1502","USC00148670","3470S",3470,"S",37.2778,-97.4097
"1503","USC00148914","2599R",2599,"R",37.1317,-99.0558
"1504","USC00148946","2603R",2603,"R",38.9667,-98.4889
"1505","USC00148964","4022S",4022,"S",37.2889,-96.9408
"1506","USC00148988","1895R",1895,"R",39.0589,-101.2439
"1507","USC00149080","4308R",4308,"R",37.8728,-95.7247
"1508","USC00150254","4413R",4413,"R",38.4536,-82.6131
"1509","USC00150381","5076S",5076,"S",36.8825,-83.8819
"1510","USC00150397","4979R",4979,"R",37.8194,-85.3847
"1511","USC00150402","5380R",5380,"R",36.8831,-88.9961
"1512","USC00150422","5122S",5122,"S",36.8978,-86.1247
"1513","USC00150450","4939S",4939,"S",36.8583,-83.3303
"1514","USC00150490","4954R",4954,"R",37.4533,-86.9117
"1515","USC00150619","4716R",4716,"R",37.5733,-84.2908
"1516","USC00150630","4851R",4851,"R",37.9161,-85.6572
"1517","USC00150940","5086S",5086,"S",37.495,-85.1517
"1518","USC00151080","4771R",4771,"R",37.3417,-83.4706
"1519","USC00151227","4427S",4427,"S",37.5319,-87.2669
"1520","USC00151318","4410R",4410,"R",37.2333,-83.0333
"1521","USC00151890","4653R",4653,"R",37.4903,-84.4375
"1522","USC00151900","5000R",5000,"R",38.3636,-85.4186
"1523","USC00151998","4315R",4315,"R",38.3769,-84.3031
"1524","USC00152040","4637S",4637,"S",37.6528,-84.7708
"1525","USC00152214","4314R",4314,"R",37.7858,-84.7078
"1526","USC00152409","4683R",4683,"R",37.75,-84.3333
"1527","USC00152512","5082R",5082,"R",37.6797,-85.8761
"1528","USC00152775","4141R",4141,"R",38.6753,-84.325
"1529","USC00152791","4737S",4737,"S",38.1228,-83.5328
"1530","USC00153223","5124R",5124,"R",37.0147,-88.2678
"1531","USC00153246","5287S",5287,"S",37.0014,-85.9072
"1532","USC00153382","4791R",4791,"R",37.4,-83.95
"1533","USC00153389","4434R",4434,"R",38.3353,-82.9075
"1534","USC00153391","4343R",4343,"R",38.2922,-82.9747
"1535","USC00153430","5155S",5155,"S",37.2592,-85.5022
"1536","USC00153741","4813R",4813,"R",37.55,-83.7667
"1537","USC00153762","4479R",4479,"R",37.7558,-87.6456
"1538","USC00153994","5107R",5107,"R",36.8492,-87.5206
"1539","USC00154208","5261R",5261,"R",37.0056,-85.0617
"1540","USC00154703","4861R",4861,"R",37.5108,-86.2892
"1541","USC00154967","4904R",4904,"R",36.9692,-88.8314
"1542","USC00155067","4920S",4920,"S",37.3475,-87.5239
"1543","USC00155097","5218R",5218,"R",37.1317,-86.1481
"1544","USC00155111","5041R",5041,"R",37.15,-83.8167
"1545","USC00155243","4602R",4602,"R",38.6869,-83.7872
"1546","USC00155524","4997S",4997,"S",36.8667,-84.8275
"1547","USC00155640","4554R",4554,"R",38.0583,-83.9333
"1548","USC00155648","4915S",4915,"S",37.3542,-84.3369
"1549","USC00155694","5559S",5559,"S",36.6122,-88.3083
"1550","USC00155834","5118R",5118,"R",37.2792,-86.2492
"1551","USC00156028","4909R",4909,"R",37.2669,-83.65
"1552","USC00156091","4778R",4778,"R",37.7828,-87.1183
"1553","USC00156117","4728R",4728,"R",37.05,-88.55
"1554","USC00156136","4328R",4328,"R",37.8175,-82.7883
"1555","USC00156580","5109S",5109,"S",37.1244,-87.8672
"1556","USC00156595","4492R",4492,"R",37.3997,-87.7622
"1557","USC00156882","4872R",4872,"R",37.2164,-86.8939
"1558","USC00156988","4877S",4877,"S",37.6178,-86.5044
"1559","USC00157215","5180R",5180,"R",36.7458,-86.2258
"1560","USC00157324","4733R",4733,"R",38.2,-85.2
"1561","USC00157510","5012R",5012,"R",37.1167,-84.6167
"1562","USC00157677","5241R",5241,"R",36.6736,-84.4792
"1563","USC00157800","4868S",4868,"S",36.8861,-85.7067
"1564","USC00158446","4473R",4473,"R",38.7744,-84.9672
"1565","USC00158551","4482R",4482,"R",36.9383,-83.3011
"1566","USC00158709","5006R",5006,"R",36.7333,-84.15
"1567","USC00158714","4457R",4457,"R",38.6586,-84.6106
"1568","USC00158824","4999S",4999,"S",37.1842,-86.6353
"1569","USC00160098","6086S",6086,"S",31.3206,-92.4611
"1570","USC00160103","5936R",5936,"R",31.2489,-92.4489
"1571","USC00160205","6317S",6317,"S",30.7094,-90.525
"1572","USC00160349","5572S",5572,"S",32.1633,-93.1331
"1573","USC00160537","5731R",5731,"R",32.7692,-92.0056
"1574","USC00160800","6008S",6008,"S",32.3744,-92.9433
"1575","USC00160945","6253R",6253,"R",30.7808,-89.8567
"1576","USC00161232","5884S",5884,"S",31.3944,-92.7164
"1577","USC00161246","6195R",6195,"R",30.3919,-91.2711
"1578","USC00161287","6081S",6081,"S",30.9594,-92.1786
"1579","USC00161411","5539S",5539,"S",32.5133,-92.3486
"1580","USC00161565","5949S",5949,"S",30.1981,-91.1256
"1581","USC00161899","6018S",6018,"S",30.8178,-90.9733
"1582","USC00161941","5861R",5861,"R",31.5183,-92.7142
"1583","USC00161979","5867S",5867,"S",32.1667,-92.1072
"1584","USC00162151","6207S",6207,"S",30.5272,-90.1114
"1585","USC00162212","6107S",6107,"S",30.2408,-92.3478
"1586","USC00162361","6169R",6169,"R",30.4347,-93.4692
"1587","USC00162367","6407S",6407,"S",30.8428,-93.2869
"1588","USC00162534","6160S",6160,"S",30.0719,-91.0278
"1589","USC00162800","6255R",6255,"R",30.85,-92.7833
"1590","USC00162981","5942S",5942,"S",30.4917,-92.4303
"1591","USC00163313","6430S",6430,"S",29.8233,-91.5442
"1592","USC00163327","6173R",6173,"R",30.8186,-90.18
"1593","USC00163433","6399S",6399,"S",29.4631,-90.3072
"1594","USC00163800","6117S",6117,"S",30.4192,-92.0439
"1595","USC00163979","5800R",5800,"R",29.8894,-93.4019
"1596","USC00164030","6264S",6264,"S",30.5031,-90.3772
"1597","USC00164288","5800R",5800,"R",31.3747,-93.3911
"1598","USC00164355","5588S",5588,"S",32.81,-93.0625
"1599","USC00164407","6225R",6225,"R",29.5858,-90.7303
"1600","USC00164674","6299S",6299,"S",29.9592,-91.7108
"1601","USC00164696","5968R",5968,"R",31.6661,-92.2006
"1602","USC00164700","6044S",6044,"S",30.2003,-92.6642
"1603","USC00164739","5781S",5781,"S",31.4825,-91.8628
"1604","USC00165021","6095R",6095,"R",30.2192,-92.065
"1605","USC00165090","5732S",5732,"S",32.8067,-91.173
"1606","USC00165266","5766S",5766,"S",31.1417,-93.2397
"1607","USC00165296","6230R",6230,"R",29.7856,-92.2047
"1608","USC00165527","5200R",5200,"R",31.9833,-93.95
"1609","USC00165620","5914S",5914,"S",30.3644,-91.1672
"1610","USC00165624","6389R",6389,"R",29.5814,-89.8222
"1611","USC00165630","5996S",5996,"S",31.1783,-92.4108
"1612","USC00165874","5199R",5199,"R",32.0389,-93.7053
"1613","USC00165892","5462S",5462,"S",31.5769,-93.4817
"1614","USC00166244","5541S",5541,"S",32.6053,-93.2947
"1615","USC00166314","5674R",5674,"R",32.5342,-92.0669
"1616","USC00166364","5009S",5009,"S",32.705,-93.9608
"1617","USC00166394","6026S",6026,"S",29.6833,-91.1761
"1618","USC00166582","5551S",5551,"S",31.7722,-93.0956
"1619","USC00166657","6040R",6040,"R",30.0375,-91.8839
"1620","USC00166686","5876S",5876,"S",30.7267,-91.3672
"1621","USC00166938","6369S",6369,"S",30.6036,-92.7739
"1622","USC00166978","5873R",5873,"R",31.8922,-92.2422
"1623","USC00167344","5301R",5301,"R",32.9081,-93.7956
"1624","USC00167691","5788R",5788,"R",32.4936,-91.7486
"1625","USC00167738","5175S",5175,"S",32.4219,-93.6381
"1626","USC00167767","6434S",6434,"S",30.0564,-90.5803
"1627","USC00167924","5405R",5405,"R",32.3556,-93.6425
"1628","USC00167932","5951R",5951,"R",29.7286,-92.8181
"1629","USC00168046","5938S",5938,"S",30.9461,-93.2789
"1630","USC00168067","5479S",5479,"S",32.5344,-92.6889
"1631","USC00168108","6187R",6187,"R",29.8722,-89.83
"1632","USC00168163","5646S",5646,"S",31.9497,-91.2336
"1633","USC00168181","6462R",6462,"R",30.0858,-91.8694
"1634","USC00168539","6289S",6289,"S",30.265,-89.7697
"1635","USC00168543","6125R",6125,"R",30.3433,-89.8222
"1636","USC00168923","5630S",5630,"S",32.3994,-91.1842
"1637","USC00168941","6726R",6726,"R",29.91,-90.0342
"1638","USC00169013","7096R",7096,"R",29.7758,-90.78
"1639","USC00169803","5711R",5711,"R",31.9622,-92.6561
"1640","USC00169806","5709S",5709,"S",32.0997,-91.7022
"1641","USC00170100","5672R",5672,"R",44.3739,-68.2592
"1642","USC00170200","3658R",3658,"R",47.0886,-69.025
"1643","USC00170398","4663R",4663,"R",45.2883,-69.1467
"1644","USC00170480","4787R",4787,"R",44.4394,-68.9892
"1645","USC00170655","4977R",4977,"R",45.2669,-69.5839
"1646","USC00170814","4263S",4263,"S",45.6603,-69.812
"1647","USC00170833","4195R",4195,"R",46.4283,-67.8442
"1648","USC00171472","3690R",3690,"R",46.6106,-69.5219
"1649","USC00171628","4406S",4406,"S",44.9197,-69.2417
"1650","USC00171833","4457R",4457,"R",45.6611,-67.8614
"1651","USC00171975","4361S",4361,"S",45.1872,-69.1839
"1652","USC00172048","4866R",4866,"R",43.9869,-70.055
"1653","USC00172238","4994S",4994,"S",43.8786,-70.7539
"1654","USC00172426","4582R",4582,"R",44.9067,-66.9919
"1655","USC00172620","4622R",4622,"R",44.5333,-68.4333
"1656","USC00172700","4022R",4022,"R",45.2172,-70.4825
"1657","USC00172765","4811S",4811,"S",44.6889,-70.1567
"1658","USC00172878","3906S",3906,"S",47.2386,-68.6136
"1659","USC00173046","4618R",4618,"R",44.2203,-69.7889
"1660","USC00173261","4484S",4484,"S",45.1775,-67.7742
"1661","USC00173295","5022R",5022,"R",43.8925,-70.2544
"1662","USC00173417","4611R",4611,"R",45.1703,-69.3817
"1663","USC00173570","5016R",5016,"R",44.3744,-70.3161
"1664","USC00173862","5223R",5223,"R",43.6478,-70.675
"1665","USC00173944","4197R",4197,"R",46.2061,-67.8417
"1666","USC00174086","4084S",4084,"S",45.6233,-70.255
"1667","USC00174183","5117R",5117,"R",44.6439,-67.6475
"1668","USC00174193","5108R",5108,"R",43.3606,-70.4697
"1669","USC00174566","4507S",4507,"S",44.1,-70.2167
"1670","USC00174781","4123S",4123,"S",45.2219,-70.1983
"1671","USC00174927","4036S",4036,"S",44.7983,-69.8878
"1672","USC00175261","3933S",3933,"S",44.7931,-70.9167
"1673","USC00175304","4393S",4393,"S",45.6503,-68.705
"1674","USC00175675","4819S",4819,"S",44.0461,-69.5367
"1675","USC00176430","4039R",4039,"R",44.8992,-68.6744
"1676","USC00176721","4353R",4353,"R",45.8944,-69.9647
"1677","USC00176856","4756R",4756,"R",44.0069,-70.3608
"1678","USC00176881","4680R",4680,"R",43.9186,-69.2622
"1679","USC00176937","3580S",3580,"S",46.6539,-68.0089
"1680","USC00177037","4175S",4175,"S",44.9892,-70.6719
"1681","USC00177039","4008R",4008,"R",44.9894,-70.6722
"1682","USC00177174","4720R",4720,"R",45.8833,-69.1833
"1683","USC00177238","5190R",5190,"R",45.0853,-67.1203
"1684","USC00177325","4716R",4716,"R",44.5308,-70.5372
"1685","USC00177479","5170R",5170,"R",43.4569,-70.7803
"1686","USC00177654","4661R",4661,"R",45.2536,-69.2278
"1687","USC00178353","4535R",4535,"R",45.4,-68.1667
"1688","USC00178965","3925S",3925,"S",47.1664,-67.9397
"1689","USC00178974","4436R",4436,"R",45.5608,-67.4303
"1690","USC00179151","4276R",4276,"R",44.5272,-69.6544
"1691","USC00179294","5038R",5038,"R",44.9511,-67.6664
"1692","USC00179314","4931S",4931,"S",43.6878,-70.6128
"1693","USC00179593","5347R",5347,"R",44.1925,-69.1461
"1694","USC00179891","4658R",4658,"R",45.1569,-67.4044
"1695","USC00180193","4727R",4727,"R",38.9936,-76.5075
"1696","USC00180335","4411R",4411,"R",38.0722,-75.2128
"1697","USC00180700","4184R",4184,"R",39.0303,-76.9314
"1698","USC00180732","4791R",4791,"R",39.5,-76.3833
"1699","USC00181530","4727R",4727,"R",39.6453,-77.4831
"1700","USC00181750","4411S",4411,"S",39.2167,-76.0519
"1701","USC00181862","4337R",4337,"R",39.2553,-76.9286
"1702","USC00181995","4373R",4373,"R",38.9833,-76.95
"1703","USC00182060","4745R",4745,"R",39.6558,-76.1756
"1704","USC00182282","3736S",3736,"S",39.6419,-78.7561
"1705","USC00182325","4566S",4566,"S",38.9344,-77.1022
"1706","USC00182335","4390R",4390,"R",39.2667,-77.2333
"1707","USC00182336","4636R",4636,"R",39.2525,-77.2192
"1708","USC00182906","4371S",4371,"S",39.6811,-77.2914
"1709","USC00183348","4101R",4101,"R",39.4161,-77.4389
"1710","USC00183415","4441S",4441,"S",39.66,-78.9358
"1711","USC00183675","4456R",4456,"R",38.9689,-76.8042
"1712","USC00184030","3809R",3809,"R",39.6969,-78.1775
"1713","USC00185080","4364R",4364,"R",38.5333,-77
"1714","USC00185111","4693R",4693,"R",39.0847,-76.9003
"1715","USC00185832","5010R",5010,"R",39.5833,-79.3667
"1716","USC00185865","4575S",4575,"S",38.4617,-76.6992
"1717","USC00185934","4464R",4464,"R",39.7194,-76.8028
"1718","USC00186350","4353R",4353,"R",38.9133,-76.97
"1719","USC00186620","4782R",4782,"R",39.4133,-79.4
"1720","USC00186770","4356R",4356,"R",38.6833,-76.6667
"1721","USC00187330","4482R",4482,"R",38.2122,-75.6822
"1722","USC00187705","4026R",4026,"R",39.1008,-77.1486
"1723","USC00187806","4676S",4676,"S",38.7144,-76.1897
"1724","USC00188000","4589S",4589,"S",38.365,-75.5892
"1725","USC00188065","3976R",3976,"R",39.5103,-79.14
"1726","USC00188380","4611C",4611,"C",38.2364,-75.3789
"1727","USC00189030","4183R",4183,"R",39.45,-77.1833
"1728","USC00189070","4324R",4324,"R",38.8519,-76.7683
"1729","USC00189140","4412R",4412,"R",38.4875,-75.8211
"1730","USC00189440","4340R",4340,"R",39.5736,-76.9883
"1731","USC00189750","4555R",4555,"R",39.3333,-76.8667
"1732","USC00190120","4602S",4602,"S",42.3861,-72.5375
"1733","USC00190190","4994S",4994,"S",42.6178,-71.9158
"1734","USC00190213","5173S",5173,"S",42.5133,-72.8508
"1735","USC00190408","4689S",4689,"S",42.4283,-72.0275
"1736","USC00190535","4882S",4882,"S",42.4833,-71.2833
"1737","USC00190562","4775S",4775,"S",42.2794,-72.3483
"1738","USC00190593","4739R",4739,"R",42.5881,-70.8372
"1739","USC00190666","4706R",4706,"R",42.6325,-72.1233
"1740","USC00190759","5296R",5296,"R",42.1333,-72.9333
"1741","USC00190860","4988S",4988,"S",42.0478,-71.005
"1742","USC00190998","4868R",4868,"R",42.1164,-71.9075
"1743","USC00191386","4704S",4704,"S",41.6569,-69.9589
"1744","USC00192107","4769R",4769,"R",42.1103,-72.1269
"1745","USC00192451","5032S",5032,"S",41.7653,-70.6697
"1746","USC00192501","4694S",4694,"S",41.3853,-70.5181
"1747","USC00193213","4863R",4863,"R",42.2167,-73.35
"1748","USC00193276","4992R",4992,"R",42.7467,-71.0425
"1749","USC00193505","4996R",4996,"R",42.7594,-71.0603
"1750","USC00193624","5223S",5223,"S",42.2269,-70.9125
"1751","USC00193821","4331R",4331,"R",41.665,-70.3039
"1752","USC00193985","4932R",4932,"R",42.2833,-72.8667
"1753","USC00194075","4618R",4618,"R",42.55,-73.2333
"1754","USC00194313","4700R",4700,"R",42.6408,-71.3636
"1755","USC00194502","4826R",4826,"R",42.5008,-70.8644
"1756","USC00194580","4948S",4948,"S",42.4292,-71.4425
"1757","USC00194711","5124R",5124,"R",41.8819,-70.9086
"1758","USC00194744","4794S",4794,"S",42.5947,-71.0208
"1759","USC00195175","4725S",4725,"S",42.2825,-71.3439
"1760","USC00195246","5193R",5193,"R",41.6333,-70.9333
"1761","USC00195984","5127S",5127,"S",41.9928,-71.1667
"1762","USC00196245","4928R",4928,"R",42.5333,-70.9833
"1763","USC00196486","5230S",5230,"S",41.9819,-70.6961
"1764","USC00196783","5077S",5077,"S",42.5242,-71.1264
"1765","USC00196938","5170S",5170,"S",41.785,-70.9175
"1766","USC00197627","5216R",5216,"R",42.0583,-72.0722
"1767","USC00198367","4876R",4876,"R",41.9003,-71.0658
"1768","USC00198573","4674R",4674,"R",42.64,-72.2244
"1769","USC00198757","4906S",4906,"S",42.1608,-71.2461
"1770","USC00199316","5005R",5005,"R",42.1333,-71.4333
"1771","USC00199371","4770R",4770,"R",42.1819,-73.2236
"1772","USC00199972","5297R",5297,"R",42.3869,-72.9211
"1773","USC00200032","3642S",3642,"S",41.9164,-84.0158
"1774","USC00200128","4114R",4114,"R",42.58,-85.7892
"1775","USC00200146","3323S",3323,"S",43.3864,-84.6492
"1776","USC00200230","3756S",3756,"S",42.2947,-83.7108
"1777","USC00200417","3296S",3296,"S",43.8081,-82.9939
"1778","USC00200446","3456R",3456,"R",43.9006,-85.8506
